pot_no,nh4,beta,bg_scam10,bg_sppa10,total_bg,site_frame,level,position,co2,salinity,comp,elevation,genotype,location,depth_seed,cohort,origin_lab,date_cloned_grp,date_planted_grp,weight_init,width_init,nodes_init,agb_scam,agb_sppa,dens_scam_live,dens_scam_dead,height_sppa,height_scam_tot,height_scam_grn,width_scam_mid,width_scam_bas,prop_twist,soil_to_pot,id,extinct,age
274,NA,NA,NA,NA,NA,fresh_6,5,2,elevated,fresh,0,0.09566666666666668,b4,blackwater,10,blackwater,nd,1,1,0.596,2.38,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_2,1,modern
275,NA,NA,NA,NA,NA,fresh_6,5,3,elevated,fresh,1,0.09566666666666668,ca4,corn,20.75,corn_ancestral,utk,3,2,0.902,1.75,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_3,1,ancestral
276,NA,NA,NA,NA,NA,fresh_6,5,4,elevated,fresh,0,0.09566666666666668,cm10,corn,0,corn_modern,nd,3,2,1.122,2.48,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_4,1,modern
277,NA,NA,NA,NA,NA,fresh_6,5,5,elevated,fresh,1,0.09566666666666668,cm2,corn,0,corn_modern,utk,1,1,1.378,1.29,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_5,1,modern
278,NA,NA,NA,NA,NA,fresh_6,5,6,elevated,fresh,0,0.09566666666666668,ka6,kirkpatrick,16,kirk_ancestral,utk,1,1,0.687,1.86,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_6,1,ancestral
279,NA,NA,NA,NA,NA,fresh_6,5,7,elevated,fresh,0,0.09566666666666668,km5,kirkpatrick,extant,kirk_modern,nd,1,1,0.718,1.82,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_7,1,modern
280,NA,NA,NA,NA,NA,fresh_6,5,8,elevated,fresh,0,0.09566666666666668,ca2,corn,18.75,corn_ancestral,utk,2,1,0.941,1.45,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_5_8,1,ancestral
281,NA,NA,NA,NA,NA,fresh_6,6,1,elevated,fresh,0,-0.0059999999999999915,cm10,corn,0,corn_modern,nd,2,1,1.287,1.95,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_1,1,modern
282,NA,NA,NA,NA,NA,fresh_6,6,2,elevated,fresh,0,-0.0059999999999999915,ca4,corn,20.75,corn_ancestral,utk,3,2,0.593,1.43,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_2,1,ancestral
283,NA,NA,NA,NA,NA,fresh_6,6,3,elevated,fresh,1,-0.0059999999999999915,cm1,corn,0,corn_modern,utk,1,1,0.443,1.42,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_3,1,modern
284,NA,NA,NA,NA,NA,fresh_6,6,4,elevated,fresh,1,-0.0059999999999999915,ca7,corn,20.75,corn_ancestral,utk,1,1,2.177,2.32,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_4,1,ancestral
285,NA,NA,NA,NA,NA,fresh_6,6,5,elevated,fresh,0,-0.0059999999999999915,b3,blackwater,8,blackwater,nd,2,1,0.991,1.77,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_5,1,modern
286,NA,NA,NA,NA,NA,fresh_6,6,6,elevated,fresh,0,-0.0059999999999999915,ka5,kirkpatrick,20,kirk_ancestral,nd,3,2,0.665,2.31,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_6,1,ancestral
287,NA,NA,NA,NA,NA,fresh_6,6,7,elevated,fresh,0,-0.0059999999999999915,km5,kirkpatrick,extant,kirk_modern,nd,1,1,1.305,2.76,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_7,1,modern
288,NA,NA,NA,NA,NA,fresh_6,6,8,elevated,fresh,1,-0.0059999999999999915,cm6,corn,0,corn_modern,utk,2,1,2.976,2.07,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_6_6_8,1,modern
289,32.21694763,0.9410801419416542,3.278,NA,7.27,fresh_7,1,1,ambient,fresh,0,0.49533333333333335,ca4,corn,20.75,corn_ancestral,utk,1,1,0.819,1.61,1,3.362,0,13,3,NA,40.333333333333336,39.625,3.6416666666666666,3.8000000000000003,0.08333333333333333,6,fresh_7_1_1,0,ancestral
290,NA,NA,4.796,0.034,7.518,fresh_7,1,2,ambient,fresh,1,0.49533333333333335,cm9,corn,0,corn_modern,nd,1,1,1.624,3.12,1,4.088,0.054,16,2,16.5,43.4,41.8,3.4466666666666668,3.56,0.4666666666666667,6,fresh_7_1_2,0,modern
291,NA,NA,4.491,0.217,8.429,fresh_7,1,3,ambient,fresh,1,0.49533333333333335,ca1,corn,20.75,corn_ancestral,utk,2,1,3.016,1.88,1,3.392,0.374,20,1,36.5,41.94736842105263,40.13157894736842,2.336842105263158,2.5,0.3157894736842105,6.5,fresh_7_1_3,0,ancestral
292,37.3068783,NA,2.165,1.795,7.687,fresh_7,1,4,ambient,fresh,1,0.49533333333333335,cm1,corn,0,corn_modern,utk,1,1,0.41,1.66,1,2.631,4.459,8,1,66,58.25,54.75,3.1166666666666667,3.45,0.6666666666666666,7,fresh_7_1_4,0,modern
293,NA,0.9106582621798576,5.734,NA,9.214,fresh_7,1,5,ambient,fresh,0,0.49533333333333335,ca6,corn,20.75,corn_ancestral,utk,1,1,1.327,2.07,1,4.536,0,18,0,NA,49.029411764705884,46.23529411764706,3.0470588235294116,3.1941176470588237,0.058823529411764705,7,fresh_7_1_5,0,ancestral
294,NA,0.9321962476438665,3.122,NA,6.4719999999999995,fresh_7,1,6,ambient,fresh,0,0.49533333333333335,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,0.82,2.95,1,3.091,0,15,1,NA,49.166666666666664,47.233333333333334,2.586666666666667,2.68,0.26666666666666666,7,fresh_7_1_6,0,ancestral
295,NA,0.9415430931093957,3.086,NA,6.657,fresh_7,1,7,ambient,fresh,0,0.49533333333333335,cm4,corn,0,corn_modern,utk,2,1,1.716,1.06,3,2.1029999999999998,0,17,3,NA,36.6,34.96666666666667,1.7266666666666666,1.94,0.3333333333333333,6.5,fresh_7_1_7,0,modern
296,NA,0.9422945957281461,3.663,NA,7.798,fresh_7,1,8,ambient,fresh,0,0.49533333333333335,km3,kirkpatrick,0,kirk_modern,utk,1,1,0.612,2.06,1,2.8150000000000004,0,15,1,NA,46.733333333333334,42.93333333333333,2.8466666666666667,3.0733333333333333,0.3333333333333333,9.5,fresh_7_1_8,0,modern
297,38.05879988,NA,6.878,0.908,11.38,fresh_7,2,1,ambient,fresh,1,0.39033333333333337,cm5,corn,0,corn_modern,utk,1,1,0.965,1.78,2,7.317,2.599,20,6,56,56.75,55.35,3.27,3.535,0.35,5.5,fresh_7_2_1,0,modern
298,NA,NA,4.376,0.068,7.790000000000001,fresh_7,2,2,ambient,fresh,1,0.39033333333333337,ca9,corn,14.25,corn_ancestral,nd,1,1,0.489,2.86,1,5.284,0.06,17,0,14,54.76470588235294,52.35294117647059,3.388235294117647,3.6176470588235294,0.35294117647058826,5,fresh_7_2_2,0,ancestral
299,NA,0.916030535011058,7.693,NA,12.513,fresh_7,2,3,ambient,fresh,0,0.39033333333333337,ca5,corn,18.75,corn_ancestral,utk,1,1,1.11,2.04,2,6.209,0,17,3,NA,48.59375,47.5,3.49375,3.775,0.0625,5,fresh_7_2_3,0,ancestral
300,NA,0.8513358153164958,4.82,NA,5.954000000000001,fresh_7,2,4,ambient,fresh,0,0.39033333333333337,cm8,corn,0,corn_modern,nd,2,1,3.348,2.7,2,4.338,0,20,1,NA,52.125,49.95,2.87,3.16,0.2,5.5,fresh_7_2_4,0,modern
301,NA,NA,5.684,0.34,13.08,fresh_7,2,5,ambient,fresh,1,0.39033333333333337,ca2,corn,18.75,corn_ancestral,utk,1,1,0.867,1.5,1,4.992,1.047,19,3,48.5,49.73684210526316,47.5,2.9263157894736844,3.389473684210526,0.2631578947368421,5,fresh_7_2_5,0,ancestral
302,38.12837548,0.8742117345944906,7.972,NA,10.450000000000001,fresh_7,2,6,ambient,fresh,0,0.39033333333333337,b1,blackwater,2,blackwater,nd,1,1,0.893,2.77,2,6.9079999999999995,0,25,1,NA,51.9375,50.104166666666664,3.245833333333333,3.45,0.16666666666666666,6,fresh_7_2_6,0,modern
303,37.50445662,0.912178414090269,5.23,NA,8.936,fresh_7,2,7,ambient,fresh,0,0.39033333333333337,ka3,kirkpatrick,14,kirk_ancestral,nd,2,1,0.767,1.53,1,4.671,0,16,1,NA,49.06666666666667,46.36666666666667,3.38,3.6133333333333333,0.13333333333333333,6,fresh_7_2_7,0,ancestral
304,37.85107822,0.8881548386811607,9.71,NA,13.444,fresh_7,2,8,ambient,fresh,0,0.39033333333333337,cm9,corn,0,corn_modern,nd,2,1,1.654,3.01,2,8.317,0,30,3,NA,43.233333333333334,42.38333333333333,3.67,3.8766666666666665,0.2,5,fresh_7_2_8,0,modern
305,34.66215954,0.8848031972848641,8.124,NA,11.198,fresh_7,3,1,ambient,fresh,0,0.2936666666666667,km1,kirkpatrick,0,kirk_modern,utk,1,1,0.892,1.53,1,9.966999999999999,0,24,NA,NA,55.21739130434783,51.54347826086956,4.234782608695652,4.447826086956522,0.17391304347826086,3.5,fresh_7_3_1,0,modern
306,35.63270002,0.8582035383695609,11.601,NA,14.722000000000001,fresh_7,3,2,ambient,fresh,0,0.2936666666666667,ca7,corn,20.75,corn_ancestral,utk,1,1,1.593,2.08,1,12.66190353716211,0,21,4,NA,65.47058823529412,63.64705882352941,4.894117647058824,5.605882352941176,0.29411764705882354,3,fresh_7_3_2,0,ancestral
307,NA,0.8576488383461437,1.293,NA,1.6119999999999999,fresh_7,3,3,ambient,fresh,0,0.2936666666666667,cm10,corn,0,corn_modern,nd,1,1,0.677,2.39,2,2.595228469116509,0,13,2,NA,47.458333333333336,46.041666666666664,3.183333333333333,3.475,0.16666666666666666,5,fresh_7_3_3,0,modern
308,34.59283523,0.8572283003794604,7.147,NA,8.834,fresh_7,3,4,ambient,fresh,0,0.2936666666666667,b2,blackwater,10,blackwater,nd,2,1,1.365,2.24,1,7.78,0,25,1,NA,45.56,44.94,3.7399999999999998,4.06,0.04,5,fresh_7_3_4,0,modern
309,36.46459185,NA,7.603,0.067,9.658,fresh_7,3,5,ambient,fresh,1,0.2936666666666667,cm3,corn,0,corn_modern,utk,1,1,0.338,1.52,2,7.9750000000000005,0.066,22,4,16,54.642857142857146,51.857142857142854,3.1619047619047618,3.4333333333333336,0.09523809523809523,3,fresh_7_3_5,0,modern
310,34.87013249,0.870438871737677,11.498,NA,15.475,fresh_7,3,6,ambient,fresh,0,0.2936666666666667,ca6,corn,20.75,corn_ancestral,utk,1,1,1.153,1.94,1,9.733027994330518,0,18,1,NA,61.23529411764706,58,4.794117647058823,5.4411764705882355,0.47058823529411764,3.5,fresh_7_3_6,0,ancestral
311,NA,0.8796389984167416,7.898,NA,10.97,fresh_7,3,7,ambient,fresh,0,0.2936666666666667,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.399,1.56,1,7.003,0,42,7,NA,45.95348837209303,42.83720930232558,2.1523809523809523,2.335714285714286,0.13953488372093023,0.5,fresh_7_3_7,0,ancestral
312,NA,NA,8.683,0.099,11.772,fresh_7,3,8,ambient,fresh,1,0.2936666666666667,ca1,corn,20.75,corn_ancestral,utk,2,1,2.785,1.67,2,8.323,0.173,34,4,41,43.588235294117645,40.85294117647059,3.135294117647059,3.5294117647058822,0.23529411764705882,3.5,fresh_7_3_8,0,ancestral
313,40.13878075,0.819736822135063,7.457,NA,8.578,fresh_7,4,1,ambient,fresh,0,0.198,cm6,corn,0,corn_modern,utk,1,1,1.04,1.83,1,9.25066461377161,0,26,5,NA,53.395833333333336,52.979166666666664,3.975,4.491666666666666,0.3333333333333333,1,fresh_7_4_1,0,modern
314,NA,NA,0.084,NA,0.084,fresh_7,4,2,ambient,fresh,0,0.198,cm3,corn,0,corn_modern,utk,1,1,0.724,0.7,1,0.007,0,1,0,NA,NA,NA,NA,NA,NA,2.5,fresh_7_4_2,0,modern
315,NA,NA,NA,NA,NA,fresh_7,4,3,ambient,fresh,1,0.198,ca8,corn,15,corn_ancestral,nd,2,1,0.471,2.19,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_4_3,1,ancestral
316,NA,0.7757794038613403,1.475,NA,1.592,fresh_7,4,4,ambient,fresh,0,0.198,km2,kirkpatrick,0,kirk_modern,utk,2,1,1.712,2.01,1,2.737,0,14,1,NA,44.714285714285715,40.642857142857146,3.092857142857143,3.3642857142857143,0,5,fresh_7_4_4,0,modern
317,37.01918639,NA,4.745,0.103,5.263,fresh_7,4,5,ambient,fresh,1,0.198,cm7,corn,0,corn_modern,utk,1,1,0.94,1.31,1,5.4156984096457474,0.011,12,2,3.5,55.31818181818182,54.09090909090909,4.463636363636364,5.054545454545455,0.5454545454545454,4.5,fresh_7_4_5,0,modern
318,NA,NA,NA,0.198,0.767,fresh_7,4,6,ambient,fresh,1,0.198,cm4,corn,0,corn_modern,utk,1,1,0.543,1.43,2,0,0.186,0,0,23,NA,NA,NA,NA,NA,6,fresh_7_4_6,1,modern
319,NA,0.7841540678187908,5.128,NA,5.5920000000000005,fresh_7,4,7,ambient,fresh,0,0.198,b3,blackwater,8,blackwater,nd,1,1,0.401,1.68,1,6.043,0,23,3,NA,49.47727272727273,46.43181818181818,3.422727272727273,4.122727272727273,0.09090909090909091,2.5,fresh_7_4_7,0,modern
320,34.31553795,0.8598109299473451,0.828,NA,1.006,fresh_7,4,8,ambient,fresh,0,0.198,ca10,corn,16.75,corn_ancestral,nd,1,1,0.808,2.75,1,1.495163591987926,0,7,1,NA,45,43.833333333333336,3.3666666666666667,4.033333333333333,0.16666666666666666,4,fresh_7_4_8,0,ancestral
321,NA,NA,NA,NA,NA,fresh_7,5,1,ambient,fresh,1,0.09300000000000001,ca3,corn,18.75,corn_ancestral,utk,2,1,2.676,2.21,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_1,1,ancestral
322,NA,NA,NA,NA,NA,fresh_7,5,2,ambient,fresh,1,0.09300000000000001,cm2,corn,0,corn_modern,utk,2,1,0.788,1.12,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_2,1,modern
323,NA,NA,NA,NA,NA,fresh_7,5,3,ambient,fresh,0,0.09300000000000001,ca7,corn,20.75,corn_ancestral,utk,2,1,1.693,1.62,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_3,1,ancestral
324,NA,NA,NA,NA,NA,fresh_7,5,4,ambient,fresh,0,0.09300000000000001,km5,kirkpatrick,extant,kirk_modern,nd,1,1,0.786,2.54,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_4,1,modern
325,125.9622878,NA,0.164,0.06,0.541,fresh_7,5,5,ambient,fresh,1,0.09300000000000001,cm1,corn,0,corn_modern,utk,1,1,1.738,1.6,1,0.163,0,2,1,NA,15.75,9.75,1.95,2.1500000000000004,0,4,fresh_7_5_5,0,modern
326,92.82526326,0.9247243747067104,0.341,NA,0.64,fresh_7,5,6,ambient,fresh,0,0.09300000000000001,ca6,corn,20.75,corn_ancestral,utk,1,1,2.446,1.98,1,0.225,0,2,1,NA,30.75,30.25,2.65,3.1500000000000004,0.5,2,fresh_7_5_6,0,ancestral
327,NA,NA,NA,NA,NA,fresh_7,5,7,ambient,fresh,0,0.09300000000000001,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,1.258,1.63,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_7,1,ancestral
328,NA,NA,NA,NA,NA,fresh_7,5,8,ambient,fresh,0,0.09300000000000001,cm5,corn,0,corn_modern,utk,1,1,2.394,1.62,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_5_8,1,modern
329,NA,NA,NA,NA,NA,fresh_7,6,1,ambient,fresh,0,-0.0049999999999999906,ka2,kirkpatrick,14,kirk_ancestral,utk,1,1,1.236,1.23,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_1,1,ancestral
330,NA,NA,NA,NA,NA,fresh_7,6,2,ambient,fresh,0,-0.0049999999999999906,ca3,corn,18.75,corn_ancestral,utk,2,1,2.628,2.46,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_2,1,ancestral
331,NA,NA,NA,NA,NA,fresh_7,6,3,ambient,fresh,1,-0.0049999999999999906,ca5,corn,18.75,corn_ancestral,utk,2,1,2.145,1.57,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_3,1,ancestral
332,NA,NA,NA,NA,NA,fresh_7,6,4,ambient,fresh,0,-0.0049999999999999906,cm8,corn,0,corn_modern,nd,2,1,1.611,2.45,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_4,1,modern
333,NA,NA,NA,NA,NA,fresh_7,6,5,ambient,fresh,1,-0.0049999999999999906,ca4,corn,20.75,corn_ancestral,utk,1,1,1.286,1.36,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_5,1,ancestral
334,NA,NA,NA,NA,NA,fresh_7,6,6,ambient,fresh,0,-0.0049999999999999906,km5,kirkpatrick,extant,kirk_modern,nd,3,2,1.39,1.97,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_6,1,modern
335,NA,NA,NA,NA,NA,fresh_7,6,7,ambient,fresh,0,-0.0049999999999999906,cm4,corn,0,corn_modern,utk,3,2,1.22,1.91,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_7,1,modern
336,NA,NA,NA,NA,NA,fresh_7,6,8,ambient,fresh,1,-0.0049999999999999906,cm4,corn,0,corn_modern,utk,2,1,2.823,1.4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,fresh_7_6_8,1,modern
337,NA,0.9324364978403462,2.763,NA,6.8999999999999995,gcrew_1,1,1,ambient,salt,0,0.5316666666666666,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.448,2.15,2,3.2689999999999997,0,27,4,NA,39.48076923076923,37.86538461538461,2.3846153846153846,2.4923076923076923,0.3076923076923077,4.5,gcrew_1_1_1,0,ancestral
338,46.43232511,0.8785480363780724,3.094,NA,4.1499999999999995,gcrew_1,1,2,ambient,salt,0,0.5316666666666666,km2,kirkpatrick,0,kirk_modern,utk,1,1,0.248,1.48,2,2.5370000000000004,0,15,0,NA,42.43333333333333,38.333333333333336,2.3866666666666667,2.58,0.3333333333333333,5.5,gcrew_1_1_2,0,modern
339,NA,0.9365867202385081,5.426,NA,12.096,gcrew_1,1,3,ambient,salt,0,0.5316666666666666,cm5,corn,0,corn_modern,utk,1,1,1.414,2,1,5,0,28,4,NA,39.94230769230769,36.026923076923076,2.6115384615384616,2.496153846153846,0.19230769230769232,5.5,gcrew_1_1_3,0,modern
340,41.1634088,0.9408060289803578,2.162,NA,5.367,gcrew_1,1,4,ambient,salt,0,0.5316666666666666,ca4,corn,20.75,corn_ancestral,utk,3,2,0.724,1.66,1,2.366,0,15,0,NA,42.464285714285715,41.142857142857146,2.2285714285714286,2.35,0.42857142857142855,6,gcrew_1_1_4,0,ancestral
341,NA,NA,1.265,1.934,5.236,gcrew_1,1,5,ambient,salt,1,0.5316666666666666,ca4,corn,20.75,corn_ancestral,utk,1,1,1.221,1.42,1,1.0070000000000001,4.77,7,0,73.5,36.857142857142854,35.642857142857146,1.9857142857142858,2.3,0.5714285714285714,5.5,gcrew_1_1_5,0,ancestral
342,42.9745988,0.8981061448519267,4.169,NA,6.026999999999999,gcrew_1,1,6,ambient,salt,0,0.5316666666666666,ca1,corn,20.75,corn_ancestral,utk,1,1,0.569,0.77,1,3.0290000000000004,0,22,2,NA,37.27272727272727,36.38636363636363,2.077272727272727,2.213636363636364,0.2727272727272727,5.5,gcrew_1_1_6,0,ancestral
343,68.00195133,NA,0.926,4.66,8.842,gcrew_1,1,7,ambient,salt,1,0.5316666666666666,cm2,corn,0,corn_modern,utk,1,1,1.287,1.73,3,0.524,9.977,5,0,85.5,31.75,28.5,2.35,2.45,1,6,gcrew_1_1_7,0,modern
344,NA,NA,NA,4.523,6.736,gcrew_1,1,8,ambient,salt,1,0.5316666666666666,cm9,corn,0,corn_modern,nd,1,1,0.905,3.76,1,0.031,10.371,0,1,87,NA,NA,NA,NA,NA,6.5,gcrew_1_1_8,0,modern
345,47.66722736,NA,2.632,1.453,8.719,gcrew_1,2,1,ambient,salt,1,0.4283333333333333,ca2,corn,18.75,corn_ancestral,utk,1,1,0.563,1.6,1,2.7680000000000002,3.153,14,2,60.5,48.19230769230769,40.80769230769231,2.815384615384615,3.0307692307692307,0.6153846153846154,5.5,gcrew_1_2_1,0,ancestral
346,45.52673014,NA,1.135,2.688,6.538,gcrew_1,2,2,ambient,salt,1,0.4283333333333333,ca10,corn,16.75,corn_ancestral,nd,3,2,0.592,2.68,1,1.4100000000000001,7.214,7,1,73.5,46,44.357142857142854,2.6285714285714286,3.0142857142857142,0,5,gcrew_1_2_2,0,ancestral
347,44.8681156,0.8981112767662578,4.507,NA,7.018,gcrew_1,2,3,ambient,salt,0,0.4283333333333333,ca5,corn,18.75,corn_ancestral,utk,1,1,1.406,1.46,1,4.551,0,13,3,0,47.07692307692308,45.96153846153846,3.6153846153846154,3.9076923076923076,0.15384615384615385,5,gcrew_1_2_3,0,ancestral
348,NA,NA,5.292,0.523,9.619,gcrew_1,2,4,ambient,salt,1,0.4283333333333333,cm6,corn,0,corn_modern,utk,1,1,2.404,1.1,1,4.401,1.602,23,0,43,40.19565217391305,37.30434782608695,4.091304347826087,3.291304347826087,0.34782608695652173,5,gcrew_1_2_4,0,modern
349,NA,0.8358061361038701,11.21,NA,13.339,gcrew_1,2,5,ambient,salt,0,0.4283333333333333,km3,kirkpatrick,0,kirk_modern,utk,1,1,0.467,1.67,2,8.501,0,24,2,NA,53.520833333333336,51.979166666666664,3.0875,3.6291666666666664,0.16666666666666666,5,gcrew_1_2_5,0,modern
350,53.26545097,0.9130905517311556,5.815,NA,9.368,gcrew_1,2,6,ambient,salt,0,0.4283333333333333,cm2,corn,0,corn_modern,utk,1,1,1.054,1.99,2,3.7640000000000002,0,16,1,0,45.15625,43.03125,3.15,3.53125,0.1875,5.5,gcrew_1_2_6,0,modern
351,41.08108197,0.9089031277127597,0.713,NA,1.367,gcrew_1,2,7,ambient,salt,0,0.4283333333333333,ka3,kirkpatrick,14,kirk_ancestral,nd,1,1,0.546,1.65,1,1.2469999999999999,0,7,1,NA,45.75,44.25,2.65,2.75,0.75,5.5,gcrew_1_2_7,0,ancestral
352,NA,0.9245833182864043,0.945,NA,2.199,gcrew_1,2,8,ambient,salt,0,0.4283333333333333,cm8,corn,0,corn_modern,nd,2,1,1.183,2.17,2,1.2329999999999999,0,10,0,NA,39.9,37.25,2.45,1.9,0.1,6,gcrew_1_2_8,0,modern
353,NA,NA,5.777,0.642,8.707,gcrew_1,3,1,ambient,salt,1,0.29599999999999993,cm3,corn,0,corn_modern,utk,1,1,0.686,1,2,5.878,1.392,21,7,38,46.857142857142854,45.45238095238095,3.104761904761905,3.5142857142857142,0.09523809523809523,3.5,gcrew_1_3_1,0,modern
354,45.03276922,0.8609673756200649,5.332,NA,6.854,gcrew_1,3,2,ambient,salt,0,0.29599999999999993,ca1,corn,20.75,corn_ancestral,utk,1,1,0.263,1.47,1,3.8441249200756946,0,22,6,NA,40.92857142857143,39.595238095238095,2.680952380952381,2.919047619047619,0.5238095238095238,NA,gcrew_1_3_2,0,ancestral
355,NA,0.8656630810794329,7.563,NA,9.861,gcrew_1,3,3,ambient,salt,0,0.29599999999999993,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,0.454,2.03,2,7.432,0,20,5,NA,58.97222222222222,56.861111111111114,3.761111111111111,4.411111111111111,0.2777777777777778,4.5,gcrew_1_3_3,0,ancestral
356,NA,0.8190072894921541,6.367,NA,7.332,gcrew_1,3,4,ambient,salt,0,0.29599999999999993,km6,kirkpatrick,0,kirk_modern,nd,1,1,1.157,3.76,1,7.573,0,20,1,NA,52.175,51.175,3.41,3.785,0.05,5,gcrew_1_3_4,0,modern
357,NA,0.8715101535131763,7.612,NA,10.201,gcrew_1,3,5,ambient,salt,0,0.29599999999999993,cm6,corn,0,corn_modern,utk,1,1,0.493,1.66,1,6.468220083724609,0,25,3,NA,50.229166666666664,46.75,3.3916666666666666,3.7416666666666667,0.5,4,gcrew_1_3_5,0,modern
358,NA,0.8598083234259283,8.232,NA,10.600999999999999,gcrew_1,3,6,ambient,salt,0,0.29599999999999993,ca10,corn,16.75,corn_ancestral,nd,1,1,0.771,3.21,2,6.033930632790232,0,23,3,NA,46.095238095238095,44.80952380952381,3.3,3.742857142857143,0.38095238095238093,3,gcrew_1_3_6,0,ancestral
359,NA,NA,6.866,0.213,9.395,gcrew_1,3,7,ambient,salt,1,0.29599999999999993,cm10,corn,0,corn_modern,nd,2,1,1.345,1.73,1,5.74,0.962,23,5,45,47.28260869565217,45.65217391304348,3.0869565217391304,3.4217391304347826,0.391304347826087,5.5,gcrew_1_3_7,0,modern
360,NA,NA,5.808,0.147,8.955,gcrew_1,3,8,ambient,salt,1,0.29599999999999993,ca7,corn,20.75,corn_ancestral,utk,1,1,1.131,1.52,1,4.8549999999999995,0.346,17,1,27.5,52.375,49.96875,3.23125,3.75,0.375,6.5,gcrew_1_3_8,0,ancestral
361,NA,NA,NA,NA,NA,gcrew_1,4,1,ambient,salt,0,0.18433333333333327,cm10,corn,0,corn_modern,nd,1,1,0.89,1.89,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_1_4_1,1,modern
362,NA,NA,1.619,0.157,1.91,gcrew_1,4,2,ambient,salt,1,0.18433333333333327,ca7,corn,20.75,corn_ancestral,utk,2,1,1.106,1.79,1,2.355,0.325,11,2,34,50.40909090909091,48.63636363636363,3,3.3454545454545452,0,2,gcrew_1_4_2,0,ancestral
363,NA,NA,1.216,0.063,1.441,gcrew_1,4,3,ambient,salt,1,0.18433333333333327,cm7,corn,0,corn_modern,utk,1,1,1.272,1.06,1,1.812,0.114,7,4,31.5,42.714285714285715,41.214285714285715,3.0285714285714285,3.2,0,3,gcrew_1_4_3,0,modern
364,NA,NA,5.134,NA,6.144,gcrew_1,4,4,ambient,salt,1,0.18433333333333327,ca3,corn,18.75,corn_ancestral,utk,1,1,2.884,3.33,3,7.0409999999999995,0,19,6,NA,48.421052631578945,42.915789473684214,4.089473684210526,4.863157894736842,0.15789473684210525,2.5,gcrew_1_4_4,0,ancestral
365,NA,NA,0.582,NA,0.582,gcrew_1,4,5,ambient,salt,0,0.18433333333333327,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,2.053,2.05,1,0.6849999999999999,0,3,1,NA,50.666666666666664,49.666666666666664,3.3,3.566666666666667,0,4,gcrew_1_4_5,0,ancestral
366,NA,0.7036198127826956,3.39,NA,3.49,gcrew_1,4,6,ambient,salt,0,0.18433333333333327,b1,blackwater,2,blackwater,nd,1,1,0.55,1.37,1,4.59,0,22,4,NA,49.2,46.925,2.58,2.83,0.05,4.5,gcrew_1_4_6,0,modern
367,NA,NA,4.51,NA,4.51,gcrew_1,4,7,ambient,salt,0,0.18433333333333327,cm1,corn,0,corn_modern,utk,2,1,0.972,1.66,1,4.5700812392146855,0,10,2,NA,60,58.6875,4.325,4.9875,0.25,4,gcrew_1_4_7,0,modern
