pot_no,nh4,beta,bg_scam10,bg_sppa10,total_bg,site_frame,level,position,co2,salinity,comp,elevation,genotype,location,depth_seed,cohort,origin_lab,date_cloned_grp,date_planted_grp,weight_init,width_init,nodes_init,agb_scam,agb_sppa,dens_scam_live,dens_scam_dead,height_sppa,height_scam_tot,height_scam_grn,width_scam_mid,width_scam_bas,prop_twist,soil_to_pot,id,extinct,age
1856,NA,0.8457834897291594,5.017,NA,5.998,gcrew_5,4,4,elevated,salt,0,0.15633333333333327,ka2,kirkpatrick,14,kirk_ancestral,nd,1,1,2.013,1.87,1,7.501,0,13,4,NA,61.96153846153846,60.11538461538461,3.453846153846154,3.9692307692307693,0.46153846153846156,4.5,gcrew_5_4_4,0,ancestral
1857,NA,NA,NA,NA,NA,gcrew_5,4,5,elevated,salt,0,0.15633333333333327,km3,kirkpatrick,0,kirk_modern,utk,3,2,1.366,0.7,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_4_5,1,modern
1858,NA,NA,NA,NA,NA,gcrew_5,4,6,elevated,salt,1,0.15633333333333327,cm10,corn,0,corn_modern,nd,3,2,0.461,2.75,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_4_6,1,modern
1859,NA,NA,NA,NA,NA,gcrew_5,4,7,elevated,salt,0,0.15633333333333327,cm7,corn,0,corn_modern,utk,2,1,0.882,1.54,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_4_7,1,modern
1860,38.35499507,0.8859592180673734,7.833,NA,10.964,gcrew_5,4,8,elevated,salt,0,0.15633333333333327,ca4,corn,20.75,corn_ancestral,utk,1,1,1.386,1.25,1,9.915336586216004,0,18,7,NA,52.11764705882353,45.8235294117647,3.6470588235294117,4.3352941176470585,0.4117647058823529,3.5,gcrew_5_4_8,0,ancestral
1861,NA,NA,NA,NA,NA,gcrew_5,5,1,elevated,salt,0,0.026333333333333264,km3,kirkpatrick,0,kirk_modern,utk,2,1,2.448,1.96,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_1,1,modern
1862,NA,NA,NA,NA,NA,gcrew_5,5,2,elevated,salt,0,0.026333333333333264,ca5,corn,18.75,corn_ancestral,utk,2,1,1.148,1.28,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_2,1,ancestral
1863,NA,0.9705233405050318,0.014,NA,0.069,gcrew_5,5,3,elevated,salt,0,0.026333333333333264,cm3,corn,0,corn_modern,utk,1,1,0.979,1.7,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_3,1,modern
1864,NA,NA,NA,NA,NA,gcrew_5,5,4,elevated,salt,1,0.026333333333333264,cm4,corn,0,corn_modern,utk,3,2,0.767,1.93,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_4,1,modern
1865,NA,NA,NA,NA,NA,gcrew_5,5,5,elevated,salt,0,0.026333333333333264,cm10,corn,0,corn_modern,nd,1,1,0.692,1.64,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_5,1,modern
1866,NA,NA,NA,NA,NA,gcrew_5,5,6,elevated,salt,1,0.026333333333333264,ca1,corn,20.75,corn_ancestral,utk,1,1,0.412,2.45,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_6,1,ancestral
1867,NA,NA,NA,NA,NA,gcrew_5,5,7,elevated,salt,1,0.026333333333333264,ca10,corn,16.75,corn_ancestral,nd,1,1,1.039,3.2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_7,1,ancestral
1868,NA,NA,NA,NA,NA,gcrew_5,5,8,elevated,salt,0,0.026333333333333264,b3,blackwater,8,blackwater,nd,1,1,0.678,2.68,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_5_8,1,modern
1869,NA,NA,NA,NA,NA,gcrew_5,6,1,elevated,salt,0,-0.08266666666666674,cm6,corn,0,corn_modern,utk,1,1,0.522,1.14,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_1,1,modern
1870,NA,NA,NA,NA,NA,gcrew_5,6,2,elevated,salt,0,-0.08266666666666674,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.422,1.78,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_2,1,ancestral
1871,NA,NA,NA,NA,NA,gcrew_5,6,3,elevated,salt,1,-0.08266666666666674,cm10,corn,0,corn_modern,nd,3,2,0.735,2.24,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_3,1,modern
1872,NA,NA,NA,NA,NA,gcrew_5,6,4,elevated,salt,0,-0.08266666666666674,ca4,corn,20.75,corn_ancestral,utk,3,2,1.01,1.57,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_4,1,ancestral
1873,NA,NA,NA,NA,NA,gcrew_5,6,5,elevated,salt,1,-0.08266666666666674,cm3,corn,0,corn_modern,utk,1,1,1.895,1.88,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_5,1,modern
1874,NA,NA,NA,NA,NA,gcrew_5,6,6,elevated,salt,0,-0.08266666666666674,b1,blackwater,2,blackwater,nd,2,1,1.674,2.16,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_6,1,modern
1875,83.2829228,NA,0.865,NA,0.865,gcrew_5,6,7,elevated,salt,0,-0.08266666666666674,ca3,corn,18.75,corn_ancestral,utk,2,1,2.941,2.13,1,0.108,0,1,1,NA,23,21,2.8,2.5,0,NA,gcrew_5_6_7,0,ancestral
1876,NA,NA,NA,NA,NA,gcrew_5,6,8,elevated,salt,1,-0.08266666666666674,ca6,corn,20.75,corn_ancestral,utk,1,1,2.191,1.72,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_6_8,1,ancestral
1877,NA,0.8535535203478408,5.844,NA,7.16,gcrew_6,1,1,ambient,salt,0,0.5443333333333333,km3,kirkpatrick,0,kirk_modern,utk,1,1,1.339,1.68,1,3.979,0,13,3,NA,44.11538461538461,42.03846153846154,3.5923076923076924,4.023076923076923,0,6,gcrew_6_1_1,0,modern
1878,NA,NA,NA,NA,NA,gcrew_6,1,2,ambient,salt,0,0.5443333333333333,cm10,corn,0,corn_modern,nd,1,1,0.804,2.04,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_1_2,1,modern
1879,NA,NA,1.539,0.887,5.632,gcrew_6,1,3,ambient,salt,1,0.5443333333333333,cm1,corn,0,corn_modern,utk,1,1,1.39,2.07,1,1.883,1.603,5,1,50,59.1,55.8,3.08,3,0.6,5,gcrew_6_1_3,0,modern
1880,NA,0.7929730048545706,3.588,NA,3.95,gcrew_6,1,4,ambient,salt,0,0.5443333333333333,b2,blackwater,10,blackwater,nd,1,1,0.552,1.65,1,2.177,0,12,2,NA,34.291666666666664,32.125,2.75,2.8666666666666667,0.8333333333333334,5,gcrew_6_1_4,0,modern
1881,41.83478295,NA,0.664,4.132,8.072,gcrew_6,1,5,ambient,salt,1,0.5443333333333333,cm4,corn,0,corn_modern,utk,3,2,0.711,1.6,1,0.356,8.101,3,2,75,39.666666666666664,39.166666666666664,2,2.1,0.6666666666666666,4.5,gcrew_6_1_5,0,modern
1882,NA,NA,0.339,2.634,5.636,gcrew_6,1,6,ambient,salt,1,0.5443333333333333,ca4,corn,20.75,corn_ancestral,utk,3,2,0.473,1.68,1,0.281,3.838,4,1,56,28.625,27.875,1.325,1.5250000000000001,0.5,6,gcrew_6_1_6,0,ancestral
1883,NA,NA,NA,NA,NA,gcrew_6,1,7,ambient,salt,0,0.5443333333333333,ka5,kirkpatrick,20,kirk_ancestral,nd,3,2,0.484,2.06,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_1_7,1,ancestral
1884,51.62445514,0.9535996524274682,1.844,NA,4.862,gcrew_6,1,8,ambient,salt,0,0.5443333333333333,ca6,corn,20.75,corn_ancestral,utk,1,1,1.205,2.28,2,1.751,0,10,2,NA,40.3,38.1,2.44,2.64,0.4,6,gcrew_6_1_8,0,ancestral
1885,NA,NA,NA,NA,NA,gcrew_6,2,1,ambient,salt,1,0.43666666666666665,ca7,corn,20.75,corn_ancestral,utk,1,1,1.76,1.53,1,1.916,0.696,11,0,37,39.86363636363637,37.27272727272727,2.3545454545454545,2.5272727272727273,0.5454545454545454,7,gcrew_6_2_1,0,ancestral
1886,NA,0.923662030316542,3.493,NA,6.62,gcrew_6,2,2,ambient,salt,0,0.43666666666666665,cm4,corn,0,corn_modern,utk,1,1,1.062,1.05,1,2.4050000000000002,0,18,1,NA,36.30555555555556,33.77777777777778,2.488888888888889,2.7055555555555557,0.3888888888888889,6,gcrew_6_2_2,0,modern
1887,NA,0.9118716731568264,5.995,NA,9.633,gcrew_6,2,3,ambient,salt,0,0.43666666666666665,ca10,corn,16.75,corn_ancestral,nd,1,1,1.151,2.91,1,5.1819999999999995,0,19,1,NA,43.05263157894737,40,3.2578947368421054,3.526315789473684,0.631578947368421,6.5,gcrew_6_2_3,0,ancestral
1888,38.30455757,0.9344744297012185,4.63,NA,9.734,gcrew_6,2,4,ambient,salt,0,0.43666666666666665,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,1.963,2.79,1,3.878,0,17,1,NA,43.55555555555556,40.77777777777778,2.938888888888889,3.283333333333333,0.05555555555555555,6.5,gcrew_6_2_4,0,ancestral
1889,NA,0.9322880528845322,5.359,NA,10.172,gcrew_6,2,5,ambient,salt,0,0.43666666666666665,km4,kirkpatrick,extant,kirk_modern,nd,2,1,1.376,2.34,1,4.993,0,16,1,NA,45.4375,41.125,3.49375,3.70625,0.3125,6.5,gcrew_6_2_5,0,modern
1890,NA,NA,1.459,0.058,2.745,gcrew_6,2,6,ambient,salt,1,0.43666666666666665,cm3,corn,0,corn_modern,utk,1,1,0.419,2.28,1,1.8439999999999999,0.442,11,3,30,43.63636363636363,37.68181818181818,2.172727272727273,2.3363636363636364,0.09090909090909091,6,gcrew_6_2_6,0,modern
1891,NA,0.9525661582273561,2.041,NA,5.807,gcrew_6,2,7,ambient,salt,0,0.43666666666666665,ca4,corn,20.75,corn_ancestral,utk,1,1,0.369,1.17,1,2.006,0,14,1,NA,37.285714285714285,33.464285714285715,2.3285714285714287,2.6714285714285717,0.14285714285714285,5.5,gcrew_6_2_7,0,ancestral
1892,NA,NA,1.846,1.808,6.109,gcrew_6,2,8,ambient,salt,1,0.43666666666666665,cm5,corn,0,corn_modern,utk,1,1,0.51,1.22,1,1.649,2.746,14,4,64.5,29.166666666666668,29.208333333333332,2.25,2.466666666666667,0.16666666666666666,5,gcrew_6_2_8,0,modern
1893,NA,NA,NA,NA,NA,gcrew_6,3,1,ambient,salt,0,0.29866666666666664,km1,kirkpatrick,0,kirk_modern,utk,2,1,0.806,2.06,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_3_1,1,modern
1894,42.48180354,0.9133807740599797,2.17,NA,3.755,gcrew_6,3,2,ambient,salt,0,0.29866666666666664,cm7,corn,0,corn_modern,utk,1,1,0.482,0.83,1,2.521976854126786,0,7,4,NA,50.333333333333336,48.666666666666664,3.4499999999999997,3.8666666666666667,0.6666666666666666,5,gcrew_6_3_2,0,modern
1895,39.80206081,NA,4.109,0.507,7.053,gcrew_6,3,3,ambient,salt,1,0.29866666666666664,cm5,corn,0,corn_modern,utk,1,1,0.743,1.26,1,5.497,1.334,18,4,49,54.80555555555556,49.94444444444444,3.15,3.6444444444444444,0.7222222222222222,4,gcrew_6_3_3,0,modern
1896,NA,NA,4.545,1.588,9.205,gcrew_6,3,4,ambient,salt,1,0.29866666666666664,ca3,corn,18.75,corn_ancestral,utk,1,1,1.859,2.09,1,3.5789999999999997,4.501,10,1,70.5,47.4,45.3,3.6999999999999997,4.53,0.2,5,gcrew_6_3_4,0,ancestral
1897,NA,NA,0.974,2.083,3.9280000000000004,gcrew_6,3,5,ambient,salt,1,0.29866666666666664,ca9,corn,14.25,corn_ancestral,nd,2,1,1.916,2.41,1,0.855,6.381,5,1,68.5,48.6,47.2,2.66,2.84,0.2,5,gcrew_6_3_5,0,ancestral
1898,NA,0.9139301919285631,3.959,NA,7.267,gcrew_6,3,6,ambient,salt,0,0.29866666666666664,cm4,corn,0,corn_modern,utk,1,1,0.753,1.78,1,4.875989559312742,0,15,1,NA,45.32142857142857,44.07142857142857,3.8714285714285714,4.328571428571428,0.14285714285714285,5,gcrew_6_3_6,0,modern
1899,NA,0.9107756588515512,5.838,NA,9.49,gcrew_6,3,7,ambient,salt,0,0.29866666666666664,ca6,corn,20.75,corn_ancestral,utk,1,1,1.259,1.86,1,6.071873897720315,0,15,1,NA,59.107142857142854,57.464285714285715,3.8285714285714287,4.428571428571429,0.5,4.5,gcrew_6_3_7,0,ancestral
1930,NA,0.8561220954185035,11.932,NA,14.84,gcrew_6,3,8,ambient,salt,0,0.29866666666666664,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,1.35,1.52,2,8.26,0,28,1,NA,47.535714285714285,45.767857142857146,2.8392857142857144,3.1035714285714286,0.35714285714285715,5.5,gcrew_6_3_8,0,ancestral
1931,NA,NA,0.35,0.177,0.5619999999999999,gcrew_6,4,1,ambient,salt,1,0.1853333333333333,cm3,corn,0,corn_modern,utk,2,1,0.784,1.18,2,0.48500000000000004,0.088,4,1,23,44.5,43.25,2.325,2.525,0.25,3,gcrew_6_4_1,0,modern
1932,NA,0.8361925660339968,3.134,NA,3.78,gcrew_6,4,2,ambient,salt,0,0.1853333333333333,cm6,corn,0,corn_modern,utk,1,1,1.057,1.17,1,3.748231011348012,0,13,5,NA,55.375,52.916666666666664,3.45,3.9583333333333335,0.08333333333333333,3.5,gcrew_6_4_2,0,modern
1933,NA,NA,4.201,0.165,5.957999999999999,gcrew_6,4,3,ambient,salt,1,0.1853333333333333,cm2,corn,0,corn_modern,utk,1,1,1.299,1.67,1,7.122999999999999,0.074,21,4,10,49.69047619047619,49.5,3.4952380952380953,3.8095238095238098,0.09523809523809523,2.5,gcrew_6_4_3,0,modern
1934,NA,0.958010250042092,0.603,NA,1.4669999999999999,gcrew_6,4,4,ambient,salt,0,0.1853333333333333,b4,blackwater,10,blackwater,nd,1,1,0.5,2.99,1,0.821,0,6,1,NA,41.083333333333336,40.416666666666664,2.9,3.2666666666666666,0.3333333333333333,3,gcrew_6_4_4,0,modern
1935,NA,NA,6.588,0.061,9.578,gcrew_6,4,5,ambient,salt,1,0.1853333333333333,ca5,corn,18.75,corn_ancestral,utk,2,1,1.723,1.81,1,7.932,0.018,18,4,8.5,55.52777777777778,49.638888888888886,4.127777777777778,4.644444444444444,0.05555555555555555,2.5,gcrew_6_4_5,0,ancestral
1936,NA,0.9584345461106193,0.151,NA,0.371,gcrew_6,4,6,ambient,salt,0,0.1853333333333333,ca1,corn,20.75,corn_ancestral,utk,1,1,0.39,1.44,1,0.047,0,1,0,NA,35.5,34,1.9,2.3,0,5,gcrew_6_4_6,0,ancestral
1937,NA,0.8587217272881092,7.296,NA,9.011,gcrew_6,4,7,ambient,salt,0,0.1853333333333333,km6,kirkpatrick,0,kirk_modern,nd,2,1,1.362,1.95,1,10.32,0,17,4,NA,62.3235294117647,60.55882352941177,4.023529411764706,4.4941176470588236,0.29411764705882354,3.5,gcrew_6_4_7,0,modern
1938,NA,0.8661259466337926,3.779,NA,4.939,gcrew_6,4,8,ambient,salt,0,0.1853333333333333,ca10,corn,16.75,corn_ancestral,nd,1,1,1.152,3.49,1,5.479196379070829,0,14,3,NA,54.23076923076923,49.65384615384615,4.1692307692307695,4.884615384615384,0.46153846153846156,3,gcrew_6_4_8,0,ancestral
1939,NA,0.9300387084607306,0.096,NA,0.155,gcrew_6,5,1,ambient,salt,0,0.06733333333333329,km2,kirkpatrick,0,kirk_modern,utk,1,1,1.685,0.99,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_5_1,1,modern
1940,NA,NA,NA,NA,NA,gcrew_6,5,2,ambient,salt,1,0.06733333333333329,ca1,corn,20.75,corn_ancestral,utk,1,1,0.74,1.47,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_5_2,1,ancestral
1941,NA,NA,NA,NA,NA,gcrew_6,5,3,ambient,salt,0,0.06733333333333329,cm6,corn,0,corn_modern,utk,1,1,1.09,1.42,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_5_3,1,modern
1942,NA,NA,NA,NA,NA,gcrew_6,5,4,ambient,salt,0,0.06733333333333329,cm3,corn,0,corn_modern,utk,1,1,0.639,1.25,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_5_4,1,modern
1943,NA,NA,NA,NA,NA,gcrew_6,5,5,ambient,salt,1,0.06733333333333329,ca7,corn,20.75,corn_ancestral,utk,1,1,1.711,1.73,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_5_5,1,ancestral
1944,159.4860387,NA,0.675,0.248,1.865,gcrew_6,5,6,ambient,salt,1,0.06733333333333329,cm5,corn,0,corn_modern,utk,1,1,1.282,1.3,1,0.767,0,4,2,NA,50.125,48.25,3.15,3.4749999999999996,0.25,2.5,gcrew_6_5_6,0,modern
1945,NA,NA,NA,NA,NA,gcrew_6,6,1,ambient,salt,0,-0.042333333333333376,ka6,kirkpatrick,16,kirk_ancestral,utk,1,1,2.333,1.93,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_1,1,ancestral
1946,NA,NA,NA,NA,NA,gcrew_6,6,2,ambient,salt,0,-0.042333333333333376,ca8,corn,15,corn_ancestral,nd,2,1,0.574,2.13,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_2,1,ancestral
1947,NA,NA,NA,NA,NA,gcrew_6,6,3,ambient,salt,0,-0.042333333333333376,b3,blackwater,8,blackwater,nd,1,1,0.289,1.38,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_3,1,modern
1948,NA,NA,NA,NA,NA,gcrew_6,6,4,ambient,salt,1,-0.042333333333333376,cm2,corn,0,corn_modern,utk,1,1,0.329,1.51,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_4,1,modern
1949,NA,NA,NA,NA,NA,gcrew_6,6,5,ambient,salt,0,-0.042333333333333376,cm9,corn,0,corn_modern,nd,1,1,0.885,3.16,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_5,1,modern
1950,NA,NA,NA,NA,NA,gcrew_6,6,6,ambient,salt,0,-0.042333333333333376,ca3,corn,18.75,corn_ancestral,utk,1,1,1.571,1.43,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_6,1,ancestral
1951,NA,NA,NA,NA,NA,gcrew_6,6,7,ambient,salt,0,-0.042333333333333376,km5,kirkpatrick,extant,kirk_modern,nd,1,1,0.545,1.81,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_7,1,modern
1952,NA,NA,NA,NA,NA,gcrew_6,6,8,ambient,salt,1,-0.042333333333333376,ca5,corn,18.75,corn_ancestral,utk,2,1,0.818,1.64,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_6_6_8,1,ancestral
1953,NA,0.9500887666970742,5.464,NA,12.681000000000001,gcrew_7,1,1,ambient,salt,0,0.5076666666666667,ca10,corn,16.75,corn_ancestral,nd,1,1,0.371,2.03,2,4.704,0,26,2,NA,37.68,36.54,2.984,3.32,0.16,6.5,gcrew_7_1_1,0,ancestral
1954,NA,NA,1.16,1.293,4.9159999999999995,gcrew_7,1,2,ambient,salt,1,0.5076666666666667,cm3,corn,0,corn_modern,utk,2,1,0.738,1.54,1,1.2049999999999998,2.147,9,1,45,38.111111111111114,35.78888888888889,2.1444444444444444,2.2888888888888888,0.2222222222222222,7,gcrew_7_1_2,0,modern
1955,NA,0.939615082655079,0.419,NA,1.254,gcrew_7,1,3,ambient,salt,0,0.5076666666666667,cm4,corn,0,corn_modern,utk,1,1,0.239,1.09,1,0.592,0,5,0,NA,43.5,42.3,1.98,2.18,0,7,gcrew_7_1_3,0,modern
1956,NA,0.9148851934562305,5.915,NA,10.053,gcrew_7,1,4,ambient,salt,0,0.5076666666666667,km1,kirkpatrick,0,kirk_modern,utk,1,1,1.664,1.75,1,4.541,0,25,3,NA,37.583333333333336,33.166666666666664,3.375,2.908333333333333,0.4166666666666667,6.5,gcrew_7_1_4,0,modern
1957,NA,NA,2.889,0.908,8.234,gcrew_7,1,5,ambient,salt,1,0.5076666666666667,ca7,corn,20.75,corn_ancestral,utk,1,1,0.454,1.54,1,2.984,0.981,17,2,48,43.85294117647059,42.38235294117647,2.682352941176471,2.9058823529411764,0.17647058823529413,6,gcrew_7_1_5,0,ancestral
1958,NA,NA,NA,NA,NA,gcrew_7,1,6,ambient,salt,0,0.5076666666666667,b2,blackwater,10,blackwater,nd,3,2,0.376,2.01,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_7_1_6,1,modern
1959,NA,0.9281218837959725,0.955,NA,1.958,gcrew_7,1,7,ambient,salt,0,0.5076666666666667,ca5,corn,18.75,corn_ancestral,utk,1,1,1.624,1.25,1,0.912,0,6,0,NA,39.5,38.833333333333336,2.566666666666667,2.7333333333333334,0.5,8,gcrew_7_1_7,0,ancestral
1960,46.9743134,0.9020274620275249,6.433,NA,9.886,gcrew_7,1,8,ambient,salt,0,0.5076666666666667,b1,blackwater,2,blackwater,nd,1,1,0.478,1.64,2,5.631,0,31,1,NA,40.82258064516129,39.55161290322581,2.535483870967742,2.7129032258064516,0.3225806451612903,6.5,gcrew_7_1_8,0,modern
1961,NA,0.9243823666036195,4.333,NA,8.324,gcrew_7,2,1,ambient,salt,0,0.4016666666666667,b3,blackwater,8,blackwater,nd,1,1,0.546,1.79,1,3.451,0,24,2,NA,32.84782608695652,28.456521739130434,2.473913043478261,2.752173913043478,0.21739130434782608,5,gcrew_7_2_1,0,modern
1962,NA,0.8987214172571313,8.046,NA,11.658,gcrew_7,2,2,ambient,salt,0,0.4016666666666667,cm1,corn,0,corn_modern,utk,1,1,1.346,2.73,1,8.777000000000001,0,21,0,NA,53.38095238095238,50.57142857142857,4.045238095238095,4.354761904761904,0.19047619047619047,4.5,gcrew_7_2_2,0,modern
1963,NA,0.9342792326723987,4.25,NA,8.850999999999999,gcrew_7,2,3,ambient,salt,0,0.4016666666666667,ca6,corn,20.75,corn_ancestral,utk,1,1,0.647,2.55,2,3.953,0,19,0,NA,47.53125,46.0625,3.05625,3.275,0.125,5.5,gcrew_7_2_3,0,ancestral
1964,NA,NA,4.9670000000000005,NA,6.712,gcrew_7,2,4,ambient,salt,0,0.4016666666666667,cm7,corn,0,corn_modern,utk,1,1,1.19,0.9,2,3.307,0,14,5,NA,42.785714285714285,40.92857142857143,3.007142857142857,3.2071428571428573,0.5,6,gcrew_7_2_4,0,modern
1965,NA,NA,3.239,1.147,7.301,gcrew_7,2,5,ambient,salt,1,0.4016666666666667,ca3,corn,18.75,corn_ancestral,utk,1,1,1.134,1.26,1,2.9099999999999997,2.48,11,2,70,47.22727272727273,44.13636363636363,2.790909090909091,3.0636363636363635,0.5454545454545454,7,gcrew_7_2_5,0,ancestral
1966,41.85127585,0.8779797547080439,5.163,NA,6.931,gcrew_7,2,6,ambient,salt,0,0.4016666666666667,km2,kirkpatrick,0,kirk_modern,utk,1,1,0.348,1.46,1,4.047000000000001,0,17,2,NA,39.411764705882355,35.35294117647059,3.1882352941176473,3.3588235294117648,0.5294117647058824,6.5,gcrew_7_2_6,0,modern
1967,NA,NA,NA,1.57,2.108,gcrew_7,2,7,ambient,salt,1,0.4016666666666667,cm10,corn,0,corn_modern,nd,1,1,0.771,3.31,1,0,2.112,0,0,51,NA,NA,NA,NA,NA,6,gcrew_7_2_7,1,modern
1968,63.1315856,NA,1.573,1.768,4.823,gcrew_7,2,8,ambient,salt,1,0.4016666666666667,ca9,corn,14.25,corn_ancestral,nd,2,1,1.914,2.71,1,1.279,3.207,6,0,46.5,48.083333333333336,45.333333333333336,2.8,3.0833333333333335,0.5,6,gcrew_7_2_8,0,ancestral
1969,NA,0.8474107371019342,8.984,NA,11.006,gcrew_7,3,1,ambient,salt,0,0.30266666666666675,b4,blackwater,10,blackwater,nd,1,1,0.689,2.62,1,6.924,0,22,6,NA,41.888888888888886,40.666666666666664,3.6166666666666667,3.9944444444444445,0.3888888888888889,4,gcrew_7_3_1,0,modern
1970,NA,NA,NA,2.533,2.653,gcrew_7,3,2,ambient,salt,1,0.30266666666666675,cm2,corn,0,corn_modern,utk,1,1,0.299,1.15,1,0,7.717,0,0,67,NA,NA,NA,NA,NA,4,gcrew_7_3_2,1,modern
1971,NA,0.875711737162531,10.513,NA,14.337,gcrew_7,3,3,ambient,salt,0,0.30266666666666675,cm5,corn,0,corn_modern,utk,2,1,0.537,1.03,1,11.684914994551553,0,33,3,NA,55.515625,53.546875,3.46875,4.078125,0.46875,4.5,gcrew_7_3_3,0,modern
1972,NA,0.883225981520042,9.506,NA,13.281,gcrew_7,3,4,ambient,salt,0,0.30266666666666675,km5,kirkpatrick,extant,kirk_modern,nd,1,1,0.815,2.33,1,7.854,0,32,3,NA,44.53125,42.796875,2.965625,3.290625,0.1875,5.5,gcrew_7_3_4,0,modern
1973,NA,NA,10.566,1.056,13.716000000000001,gcrew_7,3,5,ambient,salt,1,0.30266666666666675,cm9,corn,0,corn_modern,nd,1,1,1.027,4.26,1,4.5169999999999995,8.441,23,2,74.5,54.5,53.15217391304348,4.01304347826087,4.447826086956522,0.34782608695652173,5,gcrew_7_3_5,0,modern
1974,NA,0.883707503558474,14.184,NA,20.406,gcrew_7,3,6,ambient,salt,0,0.30266666666666675,ca7,corn,20.75,corn_ancestral,utk,1,1,1,1.97,1,13.264428704998746,0,31,5,NA,59.9,58.46666666666667,3.44,3.9433333333333334,0.7,4.5,gcrew_7_3_6,0,ancestral
1975,NA,NA,NA,NA,NA,gcrew_7,3,7,ambient,salt,0,0.30266666666666675,ka2,kirkpatrick,14,kirk_ancestral,nd,2,1,1.162,1.49,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_7_3_7,1,ancestral
1976,NA,NA,6.532,1.398,11.754999999999999,gcrew_7,3,8,ambient,salt,1,0.30266666666666675,ca4,corn,20.75,corn_ancestral,utk,1,1,0.556,0.92,1,6.188000000000001,2.465,22,3,60,44.475,42.75,3.09,3.63,0.35,4,gcrew_7_3_8,0,ancestral
1977,NA,0.8980856202782425,4.935,NA,7.957999999999999,gcrew_7,4,1,ambient,salt,0,0.2010000000000001,ca6,corn,20.75,corn_ancestral,utk,1,1,1.677,1.55,1,5.06382161226051,0,15,6,NA,50,46.69230769230769,3.7153846153846155,4.176923076923077,0.23076923076923078,2,gcrew_7_4_1,0,ancestral
1978,NA,NA,1.907,0.159,2.5300000000000002,gcrew_7,4,2,ambient,salt,1,0.2010000000000001,ca4,corn,20.75,corn_ancestral,utk,3,2,1.477,1.5,1,2.004,0.303,7,3,52,53.92857142857143,47.357142857142854,3.857142857142857,4.214285714285714,0.42857142857142855,5,gcrew_7_4_2,0,ancestral
1979,NA,0.841269077176189,5.804,NA,7.003,gcrew_7,4,3,ambient,salt,0,0.2010000000000001,cm5,corn,0,corn_modern,utk,1,1,0.654,1.14,1,7.7961267817614885,0,20,4,NA,56.86842105263158,56.97894736842105,3.621052631578947,4.252631578947368,0.7368421052631579,3.5,gcrew_7_4_3,0,modern
